capacity_log2,table_type,load_factor,repetition,phase,num_ops,time_seconds,avg_probes,max_probes
18,robinhood,0.950000,7,lookup_success,249036,0.011343,10.377359,66
18,robinhood,0.950000,7,lookup_fail,249036,0.010516,10.878600,67
18,linear,0.950000,8,insert,249036,0.008433,10.599098,2259
18,linear,0.950000,8,lookup_success,249036,0.006561,10.599098,2259
18,linear,0.950000,8,lookup_fail,249036,0.042060,211.602150,2863
18,robinhood,0.950000,8,insert,249036,0.014947,10.599098,2259
18,robinhood,0.950000,8,lookup_success,249036,0.010700,10.599098,75
18,robinhood,0.950000,8,lookup_fail,249036,0.010437,11.054635,76
18,linear,0.950000,9,insert,249036,0.007626,10.404741,2237
18,linear,0.950000,9,lookup_success,249036,0.006602,10.404741,2237
18,linear,0.950000,9,lookup_fail,249036,0.041086,205.703802,3072
18,robinhood,0.950000,9,insert,249036,0.014631,10.404741,2237
18,robinhood,0.950000,9,lookup_success,249036,0.010491,10.404741,63
18,robinhood,0.950000,9,lookup_fail,249036,0.010410,10.897493,64
18,linear,0.950000,10,insert,249036,0.006974,10.727513,1774
18,linear,0.950000,10,lookup_success,249036,0.006683,10.727513,1774
18,linear,0.950000,10,lookup_fail,249036,0.039353,202.816400,2487
18,robinhood,0.950000,10,insert,249036,0.014435,10.727513,1774
18,robinhood,0.950000,10,lookup_success,249036,0.010430,10.727513,107
18,robinhood,0.950000,10,lookup_fail,249036,0.011643,11.148224,108
18,linear,0.950000,11,insert,249036,0.007122,10.973662,6095
18,linear,0.950000,11,lookup_success,249036,0.007257,10.973662,6095
18,linear,0.950000,11,lookup_fail,249036,0.046916,245.134318,6397
18,robinhood,0.950000,11,insert,249036,0.014962,10.973662,6095
18,robinhood,0.950000,11,lookup_success,249036,0.010466,10.973662,107
18,robinhood,0.950000,11,lookup_fail,249036,0.010479,11.399316,107
18,linear,0.950000,12,insert,249036,0.008095,10.614293,2657
18,linear,0.950000,12,lookup_success,249036,0.006893,10.614293,2657
18,linear,0.950000,12,lookup_fail,249036,0.041535,212.142000,3142
18,robinhood,0.950000,12,insert,249036,0.014400,10.614293,2657
18,robinhood,0.950000,12,lookup_success,249036,0.010190,10.614293,72
18,robinhood,0.950000,12,lookup_fail,249036,0.010301,11.096010,73
18,linear,0.950000,13,insert,249036,0.006810,10.836032,2278
18,linear,0.950000,13,lookup_success,249036,0.006587,10.836032,2278
18,linear,0.950000,13,lookup_fail,249036,0.040738,202.386711,2367
18,robinhood,0.950000,13,insert,249036,0.014814,10.836032,2278
18,robinhood,0.950000,13,lookup_success,249036,0.010287,10.836032,87
18,robinhood,0.950000,13,lookup_fail,249036,0.010143,11.302551,88
18,linear,0.950000,14,insert,249036,0.008666,10.632656,2402
18,linear,0.950000,14,lookup_success,249036,0.006154,10.632656,2402
18,linear,0.950000,14,lookup_fail,249036,0.038126,190.904134,2866
18,robinhood,0.950000,14,insert,249036,0.014187,10.632656,2402
18,robinhood,0.950000,14,lookup_success,249036,0.010077,10.632656,80
18,robinhood,0.950000,14,lookup_fail,249036,0.010156,11.097926,81
18,linear,0.950000,15,insert,249036,0.007004,10.472952,1980
18,linear,0.950000,15,lookup_success,249036,0.006296,10.472952,1980
18,linear,0.950000,15,lookup_fail,249036,0.039507,186.482589,2150
18,robinhood,0.950000,15,insert,249036,0.014508,10.472952,1980
18,robinhood,0.950000,15,lookup_success,249036,0.009955,10.472952,73
18,robinhood,0.950000,15,lookup_fail,249036,0.010528,10.968085,73
18,linear,0.950000,16,insert,249036,0.007407,10.381640,2317
18,linear,0.950000,16,lookup_success,249036,0.007312,10.381640,2317
18,linear,0.950000,16,lookup_fail,249036,0.037149,189.210805,2431
18,robinhood,0.950000,16,insert,249036,0.014271,10.381640,2317
18,robinhood,0.950000,16,lookup_success,249036,0.010362,10.381640,83
18,robinhood,0.950000,16,lookup_fail,249036,0.010215,10.880949,83
18,linear,0.950000,17,insert,249036,0.007330,10.470193,3455
18,linear,0.950000,17,lookup_success,249036,0.006552,10.470193,3455
18,linear,0.950000,17,lookup_fail,249036,0.040243,198.033461,3461
18,robinhood,0.950000,17,insert,249036,0.014572,10.470193,3455
18,robinhood,0.950000,17,lookup_success,249036,0.010424,10.470193,71
18,robinhood,0.950000,17,lookup_fail,249036,0.009935,10.938318,72
18,linear,0.950000,18,insert,249036,0.006778,10.646413,2556
18,linear,0.950000,18,lookup_success,249036,0.006766,10.646413,2556
18,linear,0.950000,18,lookup_fail,249036,0.038525,182.727361,2639
18,robinhood,0.950000,18,insert,249036,0.014645,10.646413,2556
18,robinhood,0.950000,18,lookup_success,249036,0.010478,10.646413,97
18,robinhood,0.950000,18,lookup_fail,249036,0.010051,11.119673,98
18,linear,0.950000,19,insert,249036,0.007144,10.530080,3186
18,linear,0.950000,19,lookup_success,249036,0.006457,10.530080,3186
18,linear,0.950000,19,lookup_fail,249036,0.044312,217.191627,3759
18,robinhood,0.950000,19,insert,249036,0.015379,10.530080,3186
18,robinhood,0.950000,19,lookup_success,249036,0.010176,10.530080,71
18,robinhood,0.950000,19,lookup_fail,249036,0.009983,11.034911,72
18,linear,0.950000,20,insert,249036,0.007343,10.466081,2499
18,linear,0.950000,20,lookup_success,249036,0.007044,10.466081,2499
18,linear,0.950000,20,lookup_fail,249036,0.039799,198.441868,2703
18,robinhood,0.950000,20,insert,249036,0.015199,10.466081,2499
18,robinhood,0.950000,20,lookup_success,249036,0.010407,10.466081,77
18,robinhood,0.950000,20,lookup_fail,249036,0.010079,10.974935,78
18,linear,0.950000,21,insert,249036,0.007649,10.220916,3429
18,linear,0.950000,21,lookup_success,249036,0.006470,10.220916,3429
18,linear,0.950000,21,lookup_fail,249036,0.041022,198.624303,3592
18,robinhood,0.950000,21,insert,249036,0.014525,10.220916,3429
18,robinhood,0.950000,21,lookup_success,249036,0.010141,10.220916,56
18,robinhood,0.950000,21,lookup_fail,249036,0.010156,10.720892,57
18,linear,0.950000,22,insert,249036,0.006917,9.951441,2775
18,linear,0.950000,22,lookup_success,249036,0.006941,9.951441,2775
18,linear,0.950000,22,lookup_fail,249036,0.038880,181.029152,3227
18,robinhood,0.950000,22,insert,249036,0.014080,9.951441,2775
18,robinhood,0.950000,22,lookup_success,249036,0.010691,9.951441,64
18,robinhood,0.950000,22,lookup_fail,249036,0.010668,10.461062,65
18,linear,0.950000,23,insert,249036,0.007331,10.200610,1474
18,linear,0.950000,23,lookup_success,249036,0.006842,10.200610,1474
18,linear,0.950000,23,lookup_fail,249036,0.040380,192.988351,2126
18,robinhood,0.950000,23,insert,249036,0.014270,10.200610,1474
18,robinhood,0.950000,23,lookup_success,249036,0.010265,10.200610,68
18,robinhood,0.950000,23,lookup_fail,249036,0.010309,10.682576,68
18,linear,0.950000,24,insert,249036,0.007233,10.448590,2148
18,linear,0.950000,24,lookup_success,249036,0.006477,10.448590,2148
18,linear,0.950000,24,lookup_fail,249036,0.040271,189.977064,2289
18,robinhood,0.950000,24,insert,249036,0.014899,10.448590,2148
18,robinhood,0.950000,24,lookup_success,249036,0.010396,10.448590,77
18,robinhood,0.950000,24,lookup_fail,249036,0.011893,10.927392,78
18,linear,0.950000,25,insert,249036,0.007327,11.078430,2168
18,linear,0.950000,25,lookup_success,249036,0.006773,11.078430,2168
18,linear,0.950000,25,lookup_fail,249036,0.043171,225.324455,2423
18,robinhood,0.950000,25,insert,249036,0.014532,11.078430,2168
18,robinhood,0.950000,25,lookup_success,249036,0.010328,11.078430,60
18,robinhood,0.950000,25,lookup_fail,249036,0.010792,11.532172,61
18,linear,0.950000,26,insert,249036,0.007097,9.583542,2502
18,linear,0.950000,26,lookup_success,249036,0.007344,9.583542,2502
18,linear,0.950000,26,lookup_fail,249036,0.036507,173.028072,2925
18,robinhood,0.950000,26,insert,249036,0.013889,9.583542,2502
18,robinhood,0.950000,26,lookup_success,249036,0.010282,9.583542,63
18,robinhood,0.950000,26,lookup_fail,249036,0.010320,10.091581,64
18,linear,0.950000,27,insert,249036,0.006952,10.988114,3768
18,linear,0.950000,27,lookup_success,249036,0.006493,10.988114,3768
18,linear,0.950000,27,lookup_fail,249036,0.046255,232.291086,4303
18,robinhood,0.950000,27,insert,249036,0.015638,10.988114,3768
18,robinhood,0.950000,27,lookup_success,249036,0.010224,10.988114,84
18,robinhood,0.950000,27,lookup_fail,249036,0.010266,11.436507,85
18,linear,0.950000,28,insert,249036,0.007692,10.683624,2253
18,linear,0.950000,28,lookup_success,249036,0.006541,10.683624,2253
18,linear,0.950000,28,lookup_fail,249036,0.040654,203.431086,3152
18,robinhood,0.950000,28,insert,249036,0.014782,10.683624,2253
18,robinhood,0.950000,28,lookup_success,249036,0.010704,10.683624,68
18,robinhood,0.950000,28,lookup_fail,249036,0.010676,11.129640,68
18,linear,0.950000,29,insert,249036,0.008111,10.205529,3108
18,linear,0.950000,29,lookup_success,249036,0.006173,10.205529,3108
18,linear,0.950000,29,lookup_fail,249036,0.039766,200.006585,3185
18,robinhood,0.950000,29,insert,249036,0.014708,10.205529,3108
18,robinhood,0.950000,29,lookup_success,249036,0.010279,10.205529,96
18,robinhood,0.950000,29,lookup_fail,249036,0.010303,10.702465,96
18,linear,0.950000,30,insert,249036,0.007304,10.710829,3134
18,linear,0.950000,30,lookup_success,249036,0.007004,10.710829,3134
18,linear,0.950000,30,lookup_fail,249036,0.042459,216.293022,3233
18,robinhood,0.950000,30,insert,249036,0.018402,10.710829,3134
18,robinhood,0.950000,30,lookup_success,249036,0.010358,10.710829,72
18,robinhood,0.950000,30,lookup_fail,249036,0.010115,11.162912,73
18,linear,0.970000,1,insert,254279,0.008552,16.510601,5658
18,linear,0.970000,1,lookup_success,254279,0.007377,16.510601,5658
18,linear,0.970000,1,lookup_fail,254279,0.090250,524.481845,5836
18,robinhood,0.970000,1,insert,254279,0.021495,16.510601,5658
18,robinhood,0.970000,1,lookup_success,254279,0.011414,16.510601,90
18,robinhood,0.970000,1,lookup_fail,254279,0.011525,16.999489,90
18,linear,0.970000,2,insert,254279,0.008402,16.683969,8591
18,linear,0.970000,2,lookup_success,254279,0.007656,16.683969,8591
18,linear,0.970000,2,lookup_fail,254279,0.099742,558.205408,9117
18,robinhood,0.970000,2,insert,254279,0.020525,16.683969,8591
18,robinhood,0.970000,2,lookup_success,254279,0.011529,16.683969,108
18,robinhood,0.970000,2,lookup_fail,254279,0.011804,17.190035,109
18,linear,0.970000,3,insert,254279,0.008466,17.071217,4300
18,linear,0.970000,3,lookup_success,254279,0.007800,17.071217,4300
18,linear,0.970000,3,lookup_fail,254279,0.087944,520.267297,5264
18,robinhood,0.970000,3,insert,254279,0.021833,17.071217,4300
18,robinhood,0.970000,3,lookup_success,254279,0.011133,17.071217,100
18,robinhood,0.970000,3,lookup_fail,254279,0.012781,17.516649,101
18,linear,0.970000,4,insert,254279,0.008341,17.646691,7784
18,linear,0.970000,4,lookup_success,254279,0.007790,17.646691,7784
18,linear,0.970000,4,lookup_fail,254279,0.104051,571.725809,8522
18,robinhood,0.970000,4,insert,254279,0.022029,17.646691,7784
18,robinhood,0.970000,4,lookup_success,254279,0.013474,17.646691,120
18,robinhood,0.970000,4,lookup_fail,254279,0.013343,18.128630,121
18,linear,0.970000,5,insert,254279,0.007978,15.042524,3683
18,linear,0.970000,5,lookup_success,254279,0.007627,15.042524,3683
18,linear,0.970000,5,lookup_fail,254279,0.081730,450.141368,4162
18,robinhood,0.970000,5,insert,254279,0.019261,15.042524,3683
18,robinhood,0.970000,5,lookup_success,254279,0.012502,15.042524,102
18,robinhood,0.970000,5,lookup_fail,254279,0.012039,15.626336,103
18,linear,0.970000,6,insert,254279,0.009275,16.211811,5062
18,linear,0.970000,6,lookup_success,254279,0.007449,16.211811,5062
18,linear,0.970000,6,lookup_fail,254279,0.099559,555.736903,5363
18,robinhood,0.970000,6,insert,254279,0.020893,16.211811,5062
18,robinhood,0.970000,6,lookup_success,254279,0.011729,16.211811,92
18,robinhood,0.970000,6,lookup_fail,254279,0.012085,16.783293,93
18,linear,0.970000,7,insert,254279,0.008923,16.809760,5718
18,linear,0.970000,7,lookup_success,254279,0.008019,16.809760,5718
18,linear,0.970000,7,lookup_fail,254279,0.109067,621.137731,5842
18,robinhood,0.970000,7,insert,254279,0.022969,16.809760,5718
18,robinhood,0.970000,7,lookup_success,254279,0.012152,16.809760,98
18,robinhood,0.970000,7,lookup_fail,254279,0.012633,17.291373,99
18,linear,0.970000,8,insert,254279,0.009156,17.434888,5758
18,linear,0.970000,8,lookup_success,254279,0.008930,17.434888,5758
18,linear,0.970000,8,lookup_fail,254279,0.100086,558.023329,6114
18,robinhood,0.970000,8,insert,254279,0.024659,17.434888,5758
18,robinhood,0.970000,8,lookup_success,254279,0.012896,17.434888,144
18,robinhood,0.970000,8,lookup_fail,254279,0.012838,17.863166,145
18,linear,0.970000,9,insert,254279,0.009201,16.816517,5432
18,linear,0.970000,9,lookup_success,254279,0.008067,16.816517,5432
18,linear,0.970000,9,lookup_fail,254279,0.097136,526.838595,5457
18,robinhood,0.970000,9,insert,254279,0.021922,16.816517,5432
18,robinhood,0.970000,9,lookup_success,254279,0.011768,16.816517,174
18,robinhood,0.970000,9,lookup_fail,254279,0.012579,17.268449,175
18,linear,0.970000,10,insert,254279,0.008947,18.245412,10503
18,linear,0.970000,10,lookup_success,254279,0.008308,18.245412,10503
18,linear,0.970000,10,lookup_fail,254279,0.126580,760.619347,10818
18,robinhood,0.970000,10,insert,254279,0.023166,18.245412,10503
18,robinhood,0.970000,10,lookup_success,254279,0.013349,18.245412,140
18,robinhood,0.970000,10,lookup_fail,254279,0.013954,18.631259,141
18,linear,0.970000,11,insert,254279,0.007939,15.473000,3953
18,linear,0.970000,11,lookup_success,254279,0.008158,15.473000,3953
18,linear,0.970000,11,lookup_fail,254279,0.090769,490.440162,4168
18,robinhood,0.970000,11,insert,254279,0.020959,15.473000,3953
18,robinhood,0.970000,11,lookup_success,254279,0.012216,15.473000,85
18,robinhood,0.970000,11,lookup_fail,254279,0.012959,15.980529,86
18,linear,0.970000,12,insert,254279,0.009031,17.030722,5920
18,linear,0.970000,12,lookup_success,254279,0.008267,17.030722,5920
18,linear,0.970000,12,lookup_fail,254279,0.096551,530.799810,6213
18,robinhood,0.970000,12,insert,254279,0.022671,17.030722,5920
18,robinhood,0.970000,12,lookup_success,254279,0.012086,17.030722,121
18,robinhood,0.970000,12,lookup_fail,254279,0.012204,17.534087,122
18,linear,0.970000,13,insert,254279,0.008139,16.054189,4140
18,linear,0.970000,13,lookup_success,254279,0.008240,16.054189,4140
18,linear,0.970000,13,lookup_fail,254279,0.081227,443.543761,4347
18,robinhood,0.970000,13,insert,254279,0.020977,16.054189,4140
18,robinhood,0.970000,13,lookup_success,254279,0.012141,16.054189,81
18,robinhood,0.970000,13,lookup_fail,254279,0.012311,16.583996,82
18,linear,0.970000,14,insert,254279,0.008275,17.045234,4957
18,linear,0.970000,14,lookup_success,254279,0.008149,17.045234,4957
18,linear,0.970000,14,lookup_fail,254279,0.088216,470.220459,5056
18,robinhood,0.970000,14,insert,254279,0.021318,17.045234,4957
18,robinhood,0.970000,14,lookup_success,254279,0.012319,17.045234,101
18,robinhood,0.970000,14,lookup_fail,254279,0.012459,17.538660,102
18,linear,0.970000,15,insert,254279,0.010234,16.740710,5896
18,linear,0.970000,15,lookup_success,254279,0.008505,16.740710,5896
18,linear,0.970000,15,lookup_fail,254279,0.092062,529.477086,6062
18,robinhood,0.970000,15,insert,254279,0.021633,16.740710,5896
18,robinhood,0.970000,15,lookup_success,254279,0.012701,16.740710,120
18,robinhood,0.970000,15,lookup_fail,254279,0.012596,17.244829,121
18,linear,0.970000,16,insert,254279,0.009072,18.446411,5774
18,linear,0.970000,16,lookup_success,254279,0.008367,18.446411,5774
18,linear,0.970000,16,lookup_fail,254279,0.104505,593.640733,6213
18,robinhood,0.970000,16,insert,254279,0.023238,18.446411,5774
18,robinhood,0.970000,16,lookup_success,254279,0.012594,18.446411,116
18,robinhood,0.970000,16,lookup_fail,254279,0.012467,18.885075,117
18,linear,0.970000,17,insert,254279,0.008618,17.096752,6246
18,linear,0.970000,17,lookup_success,254279,0.007921,17.096752,6246
18,linear,0.970000,17,lookup_fail,254279,0.101636,575.460038,6431
18,robinhood,0.970000,17,insert,254279,0.022584,17.096752,6246
18,robinhood,0.970000,17,lookup_success,254279,0.011867,17.096752,118
18,robinhood,0.970000,17,lookup_fail,254279,0.012237,17.561549,119
18,linear,0.970000,18,insert,254279,0.008952,16.642114,5863
18,linear,0.970000,18,lookup_success,254279,0.008415,16.642114,5863
18,linear,0.970000,18,lookup_fail,254279,0.089126,495.680929,6218
18,robinhood,0.970000,18,insert,254279,0.022969,16.642114,5863
18,robinhood,0.970000,18,lookup_success,254279,0.011831,16.642114,105
18,robinhood,0.970000,18,lookup_fail,254279,0.012387,17.128465,105
18,linear,0.970000,19,insert,254279,0.008402,15.795178,5335
18,linear,0.970000,19,lookup_success,254279,0.008459,15.795178,5335
18,linear,0.970000,19,lookup_fail,254279,0.085825,490.473307,5372
18,robinhood,0.970000,19,insert,254279,0.020724,15.795178,5335
18,robinhood,0.970000,19,lookup_success,254279,0.012137,15.795178,104
18,robinhood,0.970000,19,lookup_fail,254279,0.012618,16.313066,105
18,linear,0.970000,20,insert,254279,0.008878,16.356416,5203
18,linear,0.970000,20,lookup_success,254279,0.007626,16.356416,5203
18,linear,0.970000,20,lookup_fail,254279,0.085092,480.156820,5582
18,robinhood,0.970000,20,insert,254279,0.021048,16.356416,5203
18,robinhood,0.970000,20,lookup_success,254279,0.011888,16.356416,120
18,robinhood,0.970000,20,lookup_fail,254279,0.011791,16.920300,120
18,linear,0.970000,21,insert,254279,0.008573,16.733781,4171
18,linear,0.970000,21,lookup_success,254279,0.008153,16.733781,4171
18,linear,0.970000,21,lookup_fail,254279,0.084567,465.440410,4462
18,robinhood,0.970000,21,insert,254279,0.021897,16.733781,4171
18,robinhood,0.970000,21,lookup_success,254279,0.012254,16.733781,87
18,robinhood,0.970000,21,lookup_fail,254279,0.012161,17.219853,88
18,linear,0.970000,22,insert,254279,0.008911,17.365166,4213
18,linear,0.970000,22,lookup_success,254279,0.008597,17.365166,4213
18,linear,0.970000,22,lookup_fail,254279,0.091144,518.038517,4683
18,robinhood,0.970000,22,insert,254279,0.023288,17.365166,4213
18,robinhood,0.970000,22,lookup_success,254279,0.012561,17.365166,108
18,robinhood,0.970000,22,lookup_fail,254279,0.012489,17.841186,109
18,linear,0.970000,23,insert,254279,0.008585,17.142646,3983
18,linear,0.970000,23,lookup_success,254279,0.008155,17.142646,3983
18,linear,0.970000,23,lookup_fail,254279,0.091486,520.810936,4241
18,robinhood,0.970000,23,insert,254279,0.023784,17.142646,3983
18,robinhood,0.970000,23,lookup_success,254279,0.012590,17.142646,96
18,robinhood,0.970000,23,lookup_fail,254279,0.012311,17.606877,97
18,linear,0.970000,24,insert,254279,0.008721,17.299053,7344
18,linear,0.970000,24,lookup_success,254279,0.008258,17.299053,7344
18,linear,0.970000,24,lookup_fail,254279,0.095794,537.491838,7568
18,robinhood,0.970000,24,insert,254279,0.022073,17.299053,7344
18,robinhood,0.970000,24,lookup_success,254279,0.012650,17.299053,138
18,robinhood,0.970000,24,lookup_fail,254279,0.012623,17.778460,139
18,linear,0.970000,25,insert,254279,0.008846,16.958915,5442
18,linear,0.970000,25,lookup_success,254279,0.008158,16.958915,5442
18,linear,0.970000,25,lookup_fail,254279,0.092690,536.895571,5628
18,robinhood,0.970000,25,insert,254279,0.021948,16.958915,5442
18,robinhood,0.970000,25,lookup_success,254279,0.012027,16.958915,115
18,robinhood,0.970000,25,lookup_fail,254279,0.012075,17.489014,116
18,linear,0.970000,26,insert,254279,0.008769,17.823167,7803
18,linear,0.970000,26,lookup_success,254279,0.007890,17.823167,7803
18,linear,0.970000,26,lookup_fail,254279,0.107652,613.970568,8146
18,robinhood,0.970000,26,insert,254279,0.023093,17.823167,7803
18,robinhood,0.970000,26,lookup_success,254279,0.012095,17.823167,107
18,robinhood,0.970000,26,lookup_fail,254279,0.012278,18.246383,108
18,linear,0.970000,27,insert,254279,0.008296,17.990255,5598
18,linear,0.970000,27,lookup_success,254279,0.008280,17.990255,5598
18,linear,0.970000,27,lookup_fail,254279,0.101188,603.110190,5699
18,robinhood,0.970000,27,insert,254279,0.022234,17.990255,5598
18,robinhood,0.970000,27,lookup_success,254279,0.011881,17.990255,107
18,robinhood,0.970000,27,lookup_fail,254279,0.012563,18.472481,108
18,linear,0.970000,28,insert,254279,0.008828,16.891949,5211
18,linear,0.970000,28,lookup_success,254279,0.007860,16.891949,5211
18,linear,0.970000,28,lookup_fail,254279,0.092699,508.173923,5675
18,robinhood,0.970000,28,insert,254279,0.021642,16.891949,5211
18,robinhood,0.970000,28,lookup_success,254279,0.012295,16.891949,114
18,robinhood,0.970000,28,lookup_fail,254279,0.012313,17.445731,115
18,linear,0.970000,29,insert,254279,0.009085,16.701729,10357
18,linear,0.970000,29,lookup_success,254279,0.007684,16.701729,10357
18,linear,0.970000,29,lookup_fail,254279,0.107781,614.566225,10711
18,robinhood,0.970000,29,insert,254279,0.022102,16.701729,10357
18,robinhood,0.970000,29,lookup_success,254279,0.013133,16.701729,97
18,robinhood,0.970000,29,lookup_fail,254279,0.012025,17.178477,98
18,linear,0.970000,30,insert,254279,0.008579,16.772042,5629
18,linear,0.970000,30,lookup_success,254279,0.007736,16.772042,5629
18,linear,0.970000,30,lookup_fail,254279,0.087592,499.905340,5642
18,robinhood,0.970000,30,insert,254279,0.021231,16.772042,5629
18,robinhood,0.970000,30,lookup_success,254279,0.012536,16.772042,130
18,robinhood,0.970000,30,lookup_fail,254279,0.013056,17.260238,131
20,linear,0.500000,1,insert,524288,0.009355,1.501097,34
20,linear,0.500000,1,lookup_success,524288,0.008029,1.501097,34
20,linear,0.500000,1,lookup_fail,524288,0.015709,2.499836,48
20,robinhood,0.500000,1,insert,524288,0.009430,1.501097,34
20,robinhood,0.500000,1,lookup_success,524288,0.009222,1.501097,11
20,robinhood,0.500000,1,lookup_fail,524288,0.013440,1.749393,11
20,linear,0.500000,2,insert,524288,0.008901,1.499573,38
20,linear,0.500000,2,lookup_success,524288,0.007912,1.499573,38
20,linear,0.500000,2,lookup_fail,524288,0.016122,2.500280,50
20,robinhood,0.500000,2,insert,524288,0.009796,1.499573,38
20,robinhood,0.500000,2,lookup_success,524288,0.009211,1.499573,10
20,robinhood,0.500000,2,lookup_fail,524288,0.012540,1.749746,10
20,linear,0.500000,3,insert,524288,0.009220,1.497019,37
20,linear,0.500000,3,lookup_success,524288,0.007893,1.497019,37
20,linear,0.500000,3,lookup_fail,524288,0.016420,2.496979,43
20,robinhood,0.500000,3,insert,524288,0.008846,1.497019,37
20,robinhood,0.500000,3,lookup_success,524288,0.010046,1.497019,10
20,robinhood,0.500000,3,lookup_fail,524288,0.013062,1.751116,10
20,linear,0.500000,4,insert,524288,0.008541,1.497971,33
20,linear,0.500000,4,lookup_success,524288,0.007768,1.497971,33
20,linear,0.500000,4,lookup_fail,524288,0.016727,2.492346,46
20,robinhood,0.500000,4,insert,524288,0.009176,1.497971,33
20,robinhood,0.500000,4,lookup_success,524288,0.009360,1.497971,11
20,robinhood,0.500000,4,lookup_fail,524288,0.013392,1.747665,12
20,linear,0.500000,5,insert,524288,0.008718,1.501369,34
20,linear,0.500000,5,lookup_success,524288,0.008301,1.501369,34
20,linear,0.500000,5,lookup_fail,524288,0.016991,2.505562,42
20,robinhood,0.500000,5,insert,524288,0.009546,1.501369,34
20,robinhood,0.500000,5,lookup_success,524288,0.009579,1.501369,12
20,robinhood,0.500000,5,lookup_fail,524288,0.013025,1.752375,13
20,linear,0.500000,6,insert,524288,0.009666,1.503935,34
20,linear,0.500000,6,lookup_success,524288,0.007905,1.503935,34
20,linear,0.500000,6,lookup_fail,524288,0.016959,2.501810,44
20,robinhood,0.500000,6,insert,524288,0.009541,1.503935,34
20,robinhood,0.500000,6,lookup_success,524288,0.009687,1.503935,11
20,robinhood,0.500000,6,lookup_fail,524288,0.013941,1.751575,12
20,linear,0.500000,7,insert,524288,0.008510,1.503374,44
20,linear,0.500000,7,lookup_success,524288,0.007911,1.503374,44
20,linear,0.500000,7,lookup_fail,524288,0.015638,2.497858,50
20,robinhood,0.500000,7,insert,524288,0.009376,1.503374,44
20,robinhood,0.500000,7,lookup_success,524288,0.010315,1.503374,12
20,robinhood,0.500000,7,lookup_fail,524288,0.012814,1.752722,12
20,linear,0.500000,8,insert,524288,0.008647,1.500572,42
20,linear,0.500000,8,lookup_success,524288,0.008242,1.500572,42
20,linear,0.500000,8,lookup_fail,524288,0.015282,2.499859,51
20,robinhood,0.500000,8,insert,524288,0.009678,1.500572,42
20,robinhood,0.500000,8,lookup_success,524288,0.009490,1.500572,14
20,robinhood,0.500000,8,lookup_fail,524288,0.013439,1.749802,15
20,linear,0.500000,9,insert,524288,0.009086,1.504446,44
20,linear,0.500000,9,lookup_success,524288,0.008371,1.504446,44
20,linear,0.500000,9,lookup_fail,524288,0.015184,2.509296,46
20,robinhood,0.500000,9,insert,524288,0.009239,1.504446,44
20,robinhood,0.500000,9,lookup_success,524288,0.009314,1.504446,12
20,robinhood,0.500000,9,lookup_fail,524288,0.012415,1.752190,13
20,linear,0.500000,10,insert,524288,0.009003,1.497286,34
20,linear,0.500000,10,lookup_success,524288,0.007921,1.497286,34
20,linear,0.500000,10,lookup_fail,524288,0.015438,2.500765,47
20,robinhood,0.500000,10,insert,524288,0.009751,1.497286,34
20,robinhood,0.500000,10,lookup_success,524288,0.009311,1.497286,10
20,robinhood,0.500000,10,lookup_fail,524288,0.012754,1.748537,10
20,linear,0.500000,11,insert,524288,0.008582,1.502928,40
20,linear,0.500000,11,lookup_success,524288,0.008683,1.502928,40
20,linear,0.500000,11,lookup_fail,524288,0.015211,2.515295,61
20,robinhood,0.500000,11,insert,524288,0.009503,1.502928,40
20,robinhood,0.500000,11,lookup_success,524288,0.009398,1.502928,10
20,robinhood,0.500000,11,lookup_fail,524288,0.014040,1.751287,11
20,linear,0.500000,12,insert,524288,0.008299,1.502211,47
20,linear,0.500000,12,lookup_success,524288,0.007628,1.502211,47
20,linear,0.500000,12,lookup_fail,524288,0.016237,2.508984,54
20,robinhood,0.500000,12,insert,524288,0.009397,1.502211,47
20,robinhood,0.500000,12,lookup_success,524288,0.009222,1.502211,12
20,robinhood,0.500000,12,lookup_fail,524288,0.012582,1.753315,13
20,linear,0.500000,13,insert,524288,0.008899,1.502514,46
20,linear,0.500000,13,lookup_success,524288,0.007870,1.502514,46
20,linear,0.500000,13,lookup_fail,524288,0.015716,2.488943,51
20,robinhood,0.500000,13,insert,524288,0.009291,1.502514,46
20,robinhood,0.500000,13,lookup_success,524288,0.009229,1.502514,10
20,robinhood,0.500000,13,lookup_fail,524288,0.012418,1.749899,11
20,linear,0.500000,14,insert,524288,0.008495,1.499372,39
20,linear,0.500000,14,lookup_success,524288,0.008306,1.499372,39
20,linear,0.500000,14,lookup_fail,524288,0.015411,2.496065,49
20,robinhood,0.500000,14,insert,524288,0.009843,1.499372,39
20,robinhood,0.500000,14,lookup_success,524288,0.008806,1.499372,10
20,robinhood,0.500000,14,lookup_fail,524288,0.014635,1.748453,11
20,linear,0.500000,15,insert,524288,0.008750,1.500092,35
20,linear,0.500000,15,lookup_success,524288,0.008128,1.500092,35
20,linear,0.500000,15,lookup_fail,524288,0.015710,2.499390,41
20,robinhood,0.500000,15,insert,524288,0.009476,1.500092,35
20,robinhood,0.500000,15,lookup_success,524288,0.010134,1.500092,10
20,robinhood,0.500000,15,lookup_fail,524288,0.013363,1.749195,11
20,linear,0.500000,16,insert,524288,0.008998,1.492758,38
20,linear,0.500000,16,lookup_success,524288,0.008390,1.492758,38
