probes,count
0,480511
1,120482
2,56193
3,32444
4,21699
5,15259
6,11449
7,8757
8,7145
9,5654
10,4697
11,3911
12,3411
13,2935
14,2431
15,2148
16,1842
17,1640
18,1466
19,1297
20,14629
