probes,count
0,147381
1,138256
2,115065
3,93755
4,76083
5,61856
6,50559
7,41878
8,33443
9,26490
10,21671
11,17620
12,13821
13,11486
14,9279
15,7615
16,6088
17,4915
18,4018
19,3198
20,15523
