probes,count
0,499366
1,131240
2,64083
3,38827
4,26959
5,20033
6,15589
7,12399
8,10457
9,8628
10,7440
11,6482
12,5770
13,5070
14,4510
15,4042
16,3724
17,3375
18,3086
19,2861
20,76059
