probes,count
0,495672
1,129024
2,62377
3,37428
4,25754
5,18956
6,14580
7,11457
8,9638
9,7856
10,6774
11,5803
12,5159
13,4506
14,3927
15,3521
16,3192
17,2877
18,2640
19,2422
20,46437
