probes,count
9315,1
3537,2
8759,1
1863,6
6950,1
1774,5
1577,2
1551,2
6638,2
1813,4
2000,2
4091,2
6871,1
1784,2
9228,1
4141,1
4350,2
4256,2
2250,2
2231,1
2263,3
1706,4
6793,1
2172,1
2052,3
7139,1
2223,4
1742,3
8800,2
3713,1
2341,3
1519,1
3674,2
4331,2
1177,3
6264,1
1683,3
2138,2
2268,1
7355,1
3620,1
1663,3
6750,1
1411,4
1788,3
1764,4
1208,5
6295,1
4526,1
1732,4
1282,3
8339,1
3252,2
2208,2
9112,1
1940,2
7027,1
1308,3
2049,3
2001,3
1705,5
6792,1
2282,3
2072,4
7159,2
6050,2
963,9
3693,2
8780,1
1303,1
6390,1
4030,1
9109,1
4022,2
4362,3
1105,6
6192,1
11306,1
1033,8
1874,5
1766,2
1817,2
6904,1
1990,3
7077,1
1796,4
1340,6
1793,3
8887,1
3800,1
1816,3
2279,2
1572,3
1235,3
6322,1
6392,2
6129,1
1042,4
1713,2
1150,5
1925,2
1873,3
6960,1
1733,1
1566,3
3750,1
8837,1
1353,7
3710,2
1613,6
2241,1
7328,1
1912,2
6999,1
6690,1
1603,2
1976,5
1633,3
6720,2
1307,3
1717,3
938,2
2329,3
1593,4
1801,4
2103,6
1271,4
2039,2
1297,3
6384,1
3654,2
1249,4
4094,1
9181,1
1737,5
1398,5
4252,1
12319,1
2046,2
1209,5
6003,2
2011,2
12363,1
2090,5
1292,3
1140,4
5854,1
767,15
14025,1
3752,2
1395,2
1631,4
1839,2
2087,1
4405,1
1273,5
1599,4
2025,2
851,8
1512,3
2222,2
2330,1
1634,5
1794,2
1618,1
1986,3
2059,2
1610,3
6697,1
1711,3
6798,1
11885,1
6425,1
1338,3
1400,3
1639,5
6726,1
4509,1
2106,3
7193,1
1879,4
1868,2
4683,1
1951,2
2036,1
1710,1
1414,3
1908,2
21717,1
1171,6
6258,1
1003,6
1489,6
4178,1
12611,1
2338,2
1920,3
7007,1
1989,2
1422,7
1224,5
1100,5
6028,4
941,10
1314,3
6401,2
1573,5
6660,1
4110,1
1425,2
1123,6
1756,3
6843,1
2012,3
1967,1
7054,1
5971,1
884,7
1257,5
1533,6
2084,1
6514,1
1196,4
2140,2
1463,1
4569,4
3668,2
1203,2
1914,5
4573,2
2068,2
7155,4
1379,2
3849,2
4375,1
19636,1
1746,4
1691,3
1362,3
6449,1
1468,3
1877,3
2165,5
7252,2
1812,2
1399,3
6113,1
1026,4
965,4
2076,4
2159,3
6766,1
2262,2
4619,1
1565,3
6652,1
7354,1
4624,3
1371,6
3728,1
6570,1
1248,5
3470,1
2237,4
2137,1
1347,5
6885,2
1514,5
2196,4
2181,3
11796,1
1523,6
24803,1
4257,2
1900,3
1597,3
3954,3
12576,1
2303,5
918,3
1214,5
6301,2
1619,3
1056,6
6143,1
2307,2
1143,6
3500,2
4246,1
1584,4
4601,1
2047,4
1768,5
1006,6
1674,4
6761,1
1359,7
1795,4
1804,4
1827,4
6541,1
1454,3
4300,3
1790,5
6170,1
1083,10
22086,1
1540,3
6627,1
1977,2
1084,4
2129,3
3690,2
8777,1
6163,2
1076,5
1048,5
6135,2
1881,3
1750,3
2253,3
1265,10
1188,3
4200,3
6557,3
1470,3
16731,1
1510,3
1736,3
4474,1
2063,3
1504,1
1189,3
6276,2
1581,8
1688,7
6775,2
1681,7
6768,2
11391,1
1118,4
1413,2
6500,2
12001,1
1728,3
1665,5
1475,5
1142,5
1039,5
6126,1
4502,3
2273,5
1851,3
1274,7
6361,1
4146,1
1439,5
6526,2
1219,6
1222,4
5936,1
849,9
1962,5
1497,3
1154,4
1892,5
4167,4
1810,3
1513,3
1253,6
6340,1
4577,3
9664,1
2220,2
1147,3
2238,3
1106,4
1860,4
1169,4
6256,1
3749,2
2102,6
6323,1
6893,1
1806,4
2195,2
12415,1
2142,4
5944,1
2236,3
1030,6
1085,4
1787,2
2171,2
2043,2
1191,6
1929,6
1424,8
1973,4
4621,2
1883,2
928,9
2180,5
2215,3
1891,2
4535,1
12406,1
2133,4
1387,5
6474,1
3705,4
8792,1
11621,1
1348,4
6435,2
4143,1
9230,1
1882,4
1682,4
4365,1
2008,6
7095,1
3200,1
1771,4
1363,4
2259,3
1464,4
2322,3
11725,1
1452,5
1890,2
6604,1
1517,3
1264,7
1651,10
1778,2
1679,4
11952,2
1767,5
1194,2
2057,5
7144,1
4183,1
1826,4
6913,1
1416,3
6503,1
1258,3
6345,1
6732,1
2110,3
1915,1
1731,2
6818,1
4088,2
9175,1
904,8
1051,3
1299,8
6386,1
1335,1
1236,1
11509,1
1509,3
2342,5
3718,3
11812,1
1539,4
6707,1
2297,3
7384,1
877,7
5964,1
1811,2
4221,1
1678,5
960,8
2247,2
7334,1
4083,2
1726,5
1755,4
3901,1
1544,4
1534,5
1939,1
2344,2
1546,2
1465,2
6552,1
3461,2
1104,1
1008,9
1559,3
4198,2
9285,1
12597,1
2324,4
7411,1
6312,1
1560,1
4422,2
3439,3
8526,1
1082,6
6169,1
12369,1
2096,2
1814,3
6901,1
4465,3
12381,1
2108,2
1457,6
1315,2
1521,5
1066,10
1097,3
6239,1
1991,2
933,6
1955,3
7042,2
610,9
5697,1
1397,5
3907,1
1550,5
1570,5
6657,1
1090,5
16450,1
6177,1
2298,2
4655,1
1165,6
16525,1
6252,1
1652,2
6739,1
1582,4
1483,3
11756,2
931,6
2006,4
2302,3
1511,3
3868,1
1887,2
6974,1
1491,4
1762,2
6849,1
4120,4
2299,1
1725,4
2323,4
7410,1
6330,1
11516,1
1243,4
1616,5
2334,1
1921,2
3823,2
1466,5
6553,1
993,6
2214,1
3597,4
1240,2
1139,5
1903,4
6990,1
1758,5
1291,3
1211,6
1676,2
1184,3
3759,2
1402,4
6489,2
1478,5
1108,2
6663,1
1421,1
1958,2
1627,3
1111,6
3633,1
2319,3
7406,1
1656,4
2240,2
1853,5
2119,3
4374,4
9461,1
1430,4
6517,1
3540,1
13714,1
1183,9
6270,1
11887,1
1614,5
1435,5
6522,1
1624,3
4255,1
1905,5
1531,4
6618,2
1306,6
1034,5
1743,5
1495,5
6582,1
1754,5
1607,6
6694,1
1638,1
6725,1
1229,7
6316,1
1451,7
6538,1
1432,5
6519,1
1518,5
1261,5
3618,2
1832,2
6919,1
1506,5
4010,1
9097,2
1543,6
1092,8
3293,3
5650,1
563,16
936,3
6023,1
4114,1
1757,2
6844,1
22087,1
1541,5
1366,3
1538,2
6625,1
1368,6
6455,1
1933,2
1047,1
6134,1
1870,5
6957,1
3381,1
1024,7
21595,1
1049,9
748,8
5835,1
2050,1
754,4
22562,1
2016,1
1384,5
1350,7
6437,3
1836,3
1355,6
1714,4
2075,1
1916,3
7003,1
2092,2
1377,9
1526,2
1427,4
11700,1
831,9
2197,3
733,6
1500,4
6587,1
1134,6
1137,9
6224,2
1503,3
3767,3
879,7
1723,4
11920,1
1647,4
6734,2
890,6
5977,1
1824,6
1776,4
1623,4
1179,4
1668,3
1555,8
6642,1
1045,4
6132,1
1215,7
1818,3
1709,5
6796,1
2260,5
1256,6
1009,7
1428,5
3655,2
1298,7
1978,3
3356,1
999,7
6086,1
2021,1
2064,5
1664,5
6751,2
1202,10
1980,1
1356,6
1330,6
744,7
790,12
1893,2
6980,2
2086,3
1685,2
6772,1
1046,8
1148,3
5989,2
1275,5
1110,7
1669,3
6756,2
1161,4
6248,1
1458,5
1241,6
6328,3
1319,9
6406,2
1290,7
1301,6
1121,6
955,7
3312,2
1149,3
1312,9
2204,3
1007,12
16367,1
6094,2
1440,6
4226,1
1869,2
1462,6
6549,1
3735,1
1378,5
1450,4
4339,2
1982,2
5926,1
839,8
1212,5
1703,4
1434,5
1524,4
6611,1
1259,3
1201,5
810,6
1741,4
6828,1
1579,4
6666,1
1719,5
1620,3
11893,1
12008,1
1735,4
1419,3
6506,1
3776,4
11658,1
1385,3
3623,1
1266,8
1594,2
1158,7
1654,2
1168,7
3474,2
8561,2
1117,4
12398,1
2125,2
1502,3
2202,3
1173,7
6260,2
3839,1
1482,4
22294,1
12021,1
1748,1
6835,1
12121,1
1848,5
1116,7
11414,1
1141,9
1480,2
3947,1
19208,1
11863,1
1590,3
1461,5
1250,8
1689,2
6776,1
1204,3
6291,1
1561,4
2080,2
7167,2
11072,1
799,12
1437,6
1945,4
959,7
6046,1
1213,4
1959,2
7046,2
3051,1
5781,2
2228,1
2156,4
866,8
5953,1
1501,3
21058,1
512,17
1254,3
6341,1
1342,3
6429,2
903,6
1724,4
1405,4
6492,1
16666,1
1660,2
11443,1
1170,8
1220,2
2148,1
1686,6
6773,1
949,5
1174,4
5766,1
957,7
1280,7
16640,1
6367,1
2167,3
2123,3
7210,2
1942,4
1644,5
1847,3
1542,3
6629,1
2035,3
2331,3
7418,1
2097,3
2242,3
1984,1
7071,1
2070,3
1176,8
6263,1
1563,5
1938,4
16570,1
6297,1
1210,6
1583,2
6670,1
1062,3
1354,9
1286,5
6373,1
2219,6
1426,6
6513,3
1438,3
2053,5
1998,3
1871,3
1694,7
1262,11
6349,1
1129,7
2300,1
1058,7
2192,6
1876,4
6963,1
1369,6
6456,1
1324,4
1225,4
11498,2
5521,1
434,24
3164,1
807,5
1697,7
1598,3
11871,1
2095,5
1621,3
1556,4
2318,3
1961,2
2031,5
696,10
4352,1
1995,3
815,9
5902,1
3304,1
11220,1
947,4
2320,5
7407,1
2082,3
1332,7
11295,1
1022,11
6109,1
1699,4
1600,2
11873,1
2023,2
4650,1
2293,3
2150,2
2061,3
1267,5
1923,2
2107,1
1628,3
6715,1
1825,3
908,10
1562,6
11284,1
1011,6
1130,10
2255,3
1471,6
11601,1
1328,5
1023,4
1745,2
17006,1
6832,1
11714,1
1441,4
948,10
1477,2
1352,6
1283,3
1926,5
11934,1
1661,4
1284,6
2213,3
1381,4
1601,5
2337,2
1718,4
4556,1
2199,3
3192,3
5922,1
1453,6
1696,4
17056,1
6783,1
1331,8
6418,1
6053,2
966,10
11612,1
1339,3
6426,1
1605,5
1391,4
6478,1
1065,5
1244,4
981,5
1019,5
920,5
11193,1
1337,5
1773,4
1217,3
1469,4
6556,1
3727,4
1370,2
1604,3
819,8
3176,2
622,14
619,14
1906,5
3337,2
8424,2
980,11
6067,1
1666,3
6753,1
1484,5
16745,1
1289,5
812,6
1216,3
1777,3
2295,3
1490,3
5623,2
536,17
15797,1
3266,2
909,9
1779,5
6866,1
1198,9
1144,5
6231,2
1138,4
3383,1
4138,1
1781,6
11766,2
1493,5
820,11
5907,1
951,8
1364,4
6451,2
1722,3
766,10
5853,1
1234,9
22591,1
2045,2
2030,7
12204,1
2042,6
1128,7
3604,3
1247,3
972,6
1124,2
961,11
4108,4
1751,5
911,13
1707,3
1783,2
1498,6
6585,1
3842,1
1485,8
2246,3
3588,2
1231,9
913,11
4201,3
1844,5
1580,10
6667,1
1558,2
6645,1
1036,7
6123,1
1602,5
3484,2
11400,1
1127,6
2163,4
1516,4
6603,1
1242,2
1131,6
26764,1
6218,1
12567,1
2294,3
1567,3
11323,1
1050,8
1948,2
13588,1
3315,2
958,6
3453,3
1096,4
1199,4
6286,1
1081,7
6168,1
1611,5
6698,1
930,6
721,7
13802,1
3529,1
1172,5
6259,1
757,8
829,11
5916,1
3889,4
1532,2
1636,3
1252,4
1304,4
1000,4
830,9
16091,1
1609,2
1057,10
711,17
5798,1
1840,4
3740,2
1383,3
2066,4
1281,8
11440,1
1167,12
1061,7
1792,4
1760,1
3374,1
1017,8
1351,3
1190,6
1934,3
1329,8
912,6
5999,1
1227,7
4383,3
14557,1
2026,4
1175,5
671,6
1608,4
1136,9
6223,1
1375,7
1120,6
940,10
6027,1
1423,5
16783,1
6510,2
1160,4
6148,1
16421,1
3456,3
1099,8
6186,1
1433,4
1015,6
916,5
11189,1
3086,2
729,14
1949,4
1302,3
1318,5
674,18
874,5
5961,2
1107,4
6194,1
1079,5
6166,1
11825,1
1552,3
944,5
6031,1
979,6
1287,2
6374,1
13837,1
3564,1
1207,6
659,15
1822,2
1389,5
3666,2
1309,4
1442,7
6529,1
878,10
1412,3
6499,1
1655,3
3239,3
882,11
1418,6
1803,1
3400,2
8388,1
18661,1
1043,3
3603,1
8690,1
1246,5
922,10
12129,1
1856,3
1549,3
4354,2
1997,3
2269,1
7257,1
17530,1
1515,2
735,12
15996,1
864,7
3760,1
1403,5
6490,1
1507,6
1716,2
1791,7
7484,1
2397,3
413,41
1522,6
6609,1
2860,1
503,15
10752,1
479,27
448,28
1557,3
6644,2
510,18
374,29
535,19
5622,1
526,18
15783,2
5510,1
470,29
378,24
5465,1
1487,6
6574,2
1388,6
11661,1
397,33
2833,3
476,22
2875,1
5605,1
463,21
5550,1
2825,2
468,22
361,30
5448,1
306,35
508,26
1617,4
416,24
5083,1
369,31
428,24
5515,1
380,27
538,14
436,23
5523,1
415,30
332,30
15593,1
2837,1
480,14
435,24
5522,1
343,34
464,28
426,20
5513,1
5435,1
3242,2
885,11
344,34
383,33
5470,1
534,20
1643,4
318,50
12998,1
2725,3
7812,1
368,35
2888,1
531,27
5618,1
1640,6
6727,1
533,22
2787,1
430,23
382,28
456,28
407,40
319,34
391,33
406,17
5493,1
385,29
5472,1
15762,1
832,11
16093,1
291,60
15552,1
33633,1
2814,6
457,31
494,27
509,23
5596,1
398,33
5485,1
444,38
1553,3
6640,1
2724,3
7811,1
367,34
1476,4
2636,2
12810,1
279,63
5366,1
5429,1
339,43
5985,1
5071,1
357,38
2766,2
7853,1
10682,1
409,30
5496,1
290,56
5377,1
2727,4
370,35
5457,1
854,9
313,41
454,28
2847,2
490,23
273,47
5360,1
2738,1
381,29
453,22
20951,1
405,24
427,30
5514,1
511,23
10668,1
395,22
349,44
5085,2
10172,1
371,40
978,6
2794,1
7881,1
5151,2
20610,1
64,510
15325,1
10238,2
437,23
505,21
5447,1
2623,2
2618,2
7705,1
261,62
5348,2
10611,1
338,32
5425,1
10598,1
325,36
5412,1
3155,3
798,9
12887,1
2614,1
257,53
403,29
429,28
5516,2
386,39
5473,2
241,55
5328,1
5488,1
379,26
1488,5
2769,5
412,33
408,31
5495,1
540,16
364,43
1473,7
6560,1
7855,2
411,28
11793,1
1520,5
1322,3
21868,1
433,31
305,36
517,21
5604,1
836,11
2652,3
295,46
5382,1
269,51
2671,4
314,44
438,37
282,46
15642,1
5369,1
2747,4
390,33
392,32
293,51
10566,1
447,14
5534,1
348,42
10621,1
256,68
419,25
1528,7
2711,3
354,37
10582,1
309,46
5396,1
506,22
1615,6
347,33
375,16
442,26
5529,1
2683,2
5040,1
326,42
2789,1
432,27
421,27
1530,2
376,32
23317,1
2771,2
414,29
275,50
2632,1
244,83
5331,1
5232,1
15505,1
237,52
1346,7
10583,1
310,53
5397,1
327,48
5414,1
331,38
20861,1
315,38
5402,1
7718,1
278,53
10650,1
377,34
1486,7
6573,1
5008,2
10095,1
2651,3
10567,1
294,51
5381,1
217,65
1326,5
356,35
3160,3
803,12
2619,2
329,43
2744,5
5474,1
2661,4
304,44
334,46
1443,4
2781,4
7868,1
20970,1
424,33
389,40
15749,1
5476,1
2723,2
366,48
5453,1
410,30
5069,1
4970,1
15243,1
355,26
10585,1
312,41
417,28
346,24
5102,1
2745,2
388,28
5475,1
2802,2
7889,1
445,31
1554,3
6641,1
316,38
499,33
5586,1
400,26
10673,1
471,25
5558,1
2829,2
472,36
384,32
10574,2
301,57
5388,2
286,70
5373,2
289,50
466,26
365,31
266,54
10539,1
11747,1
1474,8
6561,1
352,34
513,23
1622,1
6709,2
5064,1
350,34
1459,9
6546,1
247,62
5334,1
21372,1
826,14
10558,1
285,57
5372,1
10758,1
485,28
192,94
2606,1
249,64
3715,2
1358,9
308,45
2609,4
15239,1
4966,3
10525,1
252,66
5339,1
245,53
5332,1
230,71
333,35
5420,1
307,43
5394,1
268,62
5044,2
330,46
231,74
10504,1
5417,1
264,56
10523,1
250,71
5337,1
420,25
2692,2
335,41
5422,1
1444,2
6531,1
209,67
5025,1
311,41
2645,2
288,57
5375,1
10712,1
439,25
345,41
5432,1
372,34
337,26
5424,1
238,59
10511,1
303,46
2756,2
399,27
5486,2
254,56
2708,2
7795,2
351,37
287,48
5374,1
1396,2
6483,1
20780,1
234,66
1343,6
246,74
15507,1
322,37
1431,4
6518,1
240,58
6063,3
11249,1
976,6
1349,7
467,28
317,32
220,69
25473,1
4927,2
213,88
258,54
5345,1
1367,6
191,100
1300,6
277,62
5364,1
3743,1
1386,7
713,22
5800,1
10445,1
172,109
362,39
2654,1
297,52
5384,1
248,64
5335,1
1357,5
363,39
1472,4
6559,1
10646,1
373,32
274,49
10547,1
481,29
299,59
5386,1
3168,3
811,15
2627,1
270,58
10526,1
253,70
5340,2
161,129
1270,5
124,197
107,270
113,220
2468,3
111,239
15471,1
5198,1
98,269
5185,1
16011,1
5738,1
110,223
5197,1
95,262
7569,1
125,167
5212,1
94,304
236,70
15596,1
5323,1
11618,1
1345,8
650,13
1759,2
2466,3
109,228
5196,2
1218,7
4789,2
75,403
5162,1
2988,1
631,25
2447,3
103,256
627,11
5714,1
86,327
2991,1
634,16
93,261
114,204
5201,1
15,4262
10288,2
96,278
8276,1
1205,7
353,35
97,268
5184,2
25347,1
4801,1
87,316
623,14
82,348
104,253
3010,2
8097,1
653,19
5740,1
112,193
1221,6
6308,1
20647,1
101,237
2715,1
10631,1
358,30
609,12
68,412
10242,1
4790,1
9877,1
76,423
11458,1
1185,6
69,478
2457,1
100,239
5187,3
2476,2
119,200
118,178
5205,1
2445,3
10361,1
88,333
5175,1
1197,9
2448,1
10265,1
624,13
5711,1
12713,1
2440,2
83,330
5170,1
3549,3
1192,6
2697,5
340,43
12715,2
2442,2
7529,1
85,353
62,497
5149,1
70,444
10244,1
2446,2
89,337
56,607
80,336
5167,1
72,426
1181,6
78,389
5165,1
2555,2
198,89
71,396
5158,2
1180,4
6267,2
328,43
2459,3
102,238
5189,1
359,38
5446,1
2441,2
7528,1
84,327
341,42
618,13
1727,3
6814,1
77,404
5164,1
1186,8
6273,1
81,386
66,491
614,15
2430,3
73,426
1182,11
16542,1
6269,1
2431,2
20620,1
74,416
321,44
50,798
5137,1
1159,8
6246,1
181,90
54,629
640,12
99,255
5186,1
1166,7
67,449
10241,1
2410,3
53,661
5140,1
11435,1
1162,5
47,744
2409,1
52,653
3490,1
8577,1
1133,12
6220,1
822,10
5909,2
10554,1
281,39
5368,3
1390,3
22,2469
152,130
25,2065
2243,1
7330,1
12651,1
2378,3
21,2693
153,124
26,1924
3492,2
1135,4
283,54
146,143
19,3046
276,44
15636,1
5363,1
2375,3
18,3285
2377,2
10293,1
20,2821
2977,1
620,13
4793,1
2436,3
79,391
5166,1
2915,2
17,3565
3483,2
1126,8
557,25
16,3956
5103,1
3482,3
11398,1
1125,4
555,17
5642,2
15816,1
14,4709
2628,4
10544,1
271,60
1380,1
6467,1
10285,1
12,5983
4852,4
138,165
5225,1
5266,1
179,117
552,28
2368,2
10284,1
11,6726
570,22
29,1649
5116,1
127,156
15388,1
10273,1
0,500553
21655,1
1109,6
600,13
501,28
10774,1
59,566
5146,2
10233,1
13,5292
5100,1
1122,8
4715,2
2358,3
1,131977
10175,1
2417,3
7504,1
60,618
31,1549
2,64681
259,56
5346,1
61,507
5148,2
556,20
4729,1
272,56
5359,1
3,39352
5090,1
1112,8
2617,2
260,73
5347,2
545,23
4,27358
63,483
5150,1
10237,1
320,36
10278,1
5,20398
1114,9
6,15897
5093,2
11388,1
1115,5
263,60
65,441
134,171
2905,2
7992,1
548,27
5635,1
7,12726
8,10770
5095,1
10538,2
265,55
1374,4
6461,1
10,7702
2624,3
267,47
7080,1
1993,4
9,8882
5096,1
569,28
2385,4
10301,1
28,1766
27,1805
284,48
5371,1
15545,1
150,141
5237,1
23,2309
5110,1
10197,1
280,54
575,18
6398,1
1311,2
1684,4
1585,3
11858,1
10307,1
34,1276
35,1263
292,57
10847,1
574,15
10207,1
92,312
40,1013
5127,1
4746,1
2389,3
32,1426
5119,2
579,18
38,1097
5125,2
41,1022
298,51
1407,5
589,15
5676,1
2405,2
48,767
11430,1
1157,6
37,1139
1146,6
6233,1
585,18
44,887
10218,2
1153,3
15838,1
12666,1
2393,3
36,1251
11418,1
1145,8
6232,1
599,17
1708,5
20604,1
58,594
5145,1
2412,4
55,582
1164,5
10853,1
580,11
5667,1
2396,1
7483,1
39,1059
296,33
43,903
300,42
11682,1
1409,8
6496,1
590,12
49,764
46,816
2399,4
7486,1
42,977
5129,1
3508,3
11424,1
1151,4
1052,8
11325,1
592,21
2408,3
51,739
5138,3
586,12
10318,1
45,839
5132,2
156,107
159,133
670,14
5757,1
129,191
1238,6
2517,5
160,126
10468,1
195,110
20690,1
144,167
106,246
656,8
2472,1
177,115
133,163
143,129
121,186
5208,2
3587,1
1230,6
6317,1
10458,1
185,87
2575,2
10491,1
218,70
2539,2
10455,1
182,101
5269,1
2519,2
162,105
2492,4
135,145
131,178
12738,1
2465,3
108,221
105,227
120,198
4844,1
130,186
1239,6
174,128
122,165
5209,1
136,153
5223,1
1245,3
3108,1
8195,1
751,8
210,104
669,15
10436,1
163,119
5250,3
1272,3
117,200
1226,10
709,10
168,127
1277,6
667,17
2483,2
126,174
730,10
5817,1
2546,2
189,98
5276,2
90,316
10363,1
235,78
5322,2
1344,6
10515,1
242,63
5329,1
11057,1
784,10
2600,5
