probes,count
158,118
175,92
196,86
137,146
2494,1
1296,3
187,80
1325,1
216,71
404,25
147,132
2504,1
688,9
193,90
214,79
132,149
673,11
3030,1
139,146
2496,1
4853,1
116,193
657,6
145,140
221,76
2578,3
1279,2
170,119
243,57
2600,1
784,5
242,54
1344,1
235,70
189,83
2546,1
730,5
126,155
2483,1
667,6
1277,5
168,100
709,4
1226,2
117,186
1272,2
163,97
128,150
669,10
210,94
751,4
3108,1
1245,1
136,132
122,150
174,116
1239,3
130,171
4844,1
120,181
105,194
108,200
2465,1
131,157
135,130
2492,2
162,90
2519,2
182,89
2539,1
218,52
2575,1
185,75
1230,6
3587,1
121,167
143,109
133,150
177,97
115,177
2472,1
656,6
106,226
144,138
195,90
160,113
2517,2
1238,3
129,172
670,10
159,112
156,92
45,804
586,7
51,701
2408,2
592,15
1151,1
3508,1
42,937
2399,1
46,771
49,709
590,9
1409,3
300,37
43,861
296,27
39,1016
2396,1
5667,1
580,7
1164,2
55,541
2412,1
58,557
1708,4
599,13
1145,4
36,1209
2393,2
577,15
1153,3
44,854
585,12
1146,2
37,1101
1157,3
48,727
2405,1
589,12
1407,2
298,39
41,972
38,1060
579,11
32,1364
2389,1
4746,1
40,966
92,280
33,1312
574,6
292,47
35,1219
34,1226
1684,2
6398,1
575,9
280,40
23,2256
150,120
284,40
27,1746
28,1708
2385,3
569,18
2926,1
9,8801
7080,1
267,36
2624,2
10,7627
1374,2
265,47
8,10664
7,12633
548,15
2905,2
134,147
65,416
263,42
1115,3
6,15797
1114,2
5,20275
320,27
63,439
4,27194
545,11
260,65
2617,1
1112,3
3,39170
272,44
4729,1
556,16
61,463
259,44
2,64473
31,1508
60,581
2417,1
1,131715
2358,1
4715,1
30,1595
1122,4
13,5212
59,536
600,8
1109,5
0,500155
127,143
29,1608
570,17
11,6637
2368,1
552,19
179,99
5266,1
138,142
4852,1
12,5913
1380,1
271,44
2628,1
14,4648
555,14
1125,3
3482,1
16,3874
557,17
1126,6
3483,1
17,3505
558,18
2915,1
79,364
2436,1
4793,1
620,8
2977,1
20,2765
2377,1
18,3212
2375,2
276,36
19,2978
146,129
283,39
1135,2
3492,1
26,1879
153,110
21,2639
2378,1
2243,1
25,2008
152,117
22,2421
1390,2
281,32
822,5
1133,8
3490,1
24,2102
52,614
2409,1
1156,4
47,711
1162,2
53,626
2410,1
67,422
1166,5
57,572
99,234
640,5
54,603
181,79
1159,4
50,754
321,32
74,384
2431,2
1182,4
73,398
2430,1
614,13
66,458
81,352
1186,3
77,374
1727,2
618,9
341,34
84,293
2441,1
359,29
102,215
2459,1
328,32
1180,3
71,362
198,74
2555,1
78,360
1181,5
72,399
80,302
56,574
89,309
2446,1
70,418
62,465
85,329
2442,2
340,32
2697,1
1192,3
3549,1
83,305
2440,1
624,9
91,265
2448,1
1197,7
88,307
2445,1
118,161
119,182
2476,1
100,224
2457,1
69,455
1185,3
76,394
4790,1
68,389
609,7
358,21
2715,1
101,215
1221,5
112,173
653,9
3010,1
104,214
82,317
623,10
87,293
4801,1
97,244
353,27
1205,3
8276,1
96,258
5201,1
114,184
93,231
634,13
2991,1
86,306
627,9
103,234
90,295
2447,2
631,18
2988,1
75,375
4789,1
1218,5
109,204
2466,1
1759,1
650,8
1345,2
236,57
94,276
125,146
2482,1
95,238
5197,1
110,208
651,4
98,245
111,214
2468,1
113,183
107,239
124,170
1270,4
161,113
253,60
270,47
2627,1
811,8
3168,1
299,45
481,21
373,25
1472,2
363,22
443,28
1357,4
248,47
297,44
2654,1
362,31
172,98
713,11
1386,4
3743,1
277,52
1300,3
191,81
1367,3
258,40
213,73
4927,1
220,58
317,25
467,15
1349,4
976,4
6063,1
240,46
1431,2
322,31
246,61
1343,3
234,61
1396,1
287,42
351,27
2708,1
254,44
399,18
2756,1
303,35
5424,1
337,18
372,25
5432,1
345,27
439,20
288,46
2645,1
311,31
5025,1
209,50
1444,1
335,37
2692,1
420,16
250,52
264,40
330,38
5044,1
268,49
455,19
5394,1
307,34
333,26
230,56
245,43
252,55
4966,1
2609,1
308,36
1358,3
3715,1
249,53
2606,1
192,83
485,13
285,44
826,9
247,41
1459,6
350,24
5064,1
1622,1
513,14
352,26
1474,3
365,24
466,16
289,39
231,57
286,54
301,44
384,24
472,30
2829,1
471,14
499,27
316,28
1554,1
445,24
2802,1
5475,1
388,23
2745,1
15,4182
5102,1
346,15
417,20
312,35
355,21
5069,1
410,21
366,36
2723,1
389,27
424,27
7868,1
2781,1
1443,3
334,33
304,37
2661,1
387,24
2744,1
329,27
262,38
2619,1
803,5
3160,1
356,27
1326,2
217,52
294,39
2651,2
5008,1
1486,3
377,24
278,43
274,41
2631,2
315,30
331,31
327,34
310,42
1346,2
237,48
244,69
2632,1
275,39
414,21
2771,2
376,25
2733,1
1530,1
421,19
432,18
2789,1
326,26
5040,1
2683,1
442,18
400,21
375,12
347,21
1615,5
506,17
309,37
354,27
2711,1
324,32
2681,1
1528,4
419,17
256,50
447,10
392,24
390,24
2747,2
282,35
438,23
314,29
2671,1
269,43
295,34
2652,1
836,8
517,13
305,29
433,25
323,28
1520,2
411,21
2768,1
1473,1
364,31
540,9
408,28
412,26
2769,3
1488,3
379,21
401,16
241,39
386,29
429,18
403,21
238,49
257,44
2614,1
798,8
3155,1
325,26
338,28
261,52
2618,1
266,47
2623,1
360,26
505,13
437,14
64,473
5151,1
2794,1
978,2
371,31
5085,1
349,34
395,17
511,15
427,24
405,20
453,17
381,21
2738,1
273,32
452,23
490,12
2847,1
454,18
313,32
854,5
370,28
2727,1
290,42
409,24
2766,1
357,28
5071,1
898,7
339,34
342,27
279,54
2636,1
1476,1
367,21
2724,1
1553,2
444,29
398,23
509,16
494,18
457,16
2814,2
291,43
832,7
501,16
385,21
5493,1
406,11
391,18
319,26
407,29
456,21
382,23
430,15
2787,1
533,15
1640,2
531,17
2888,1
368,25
2725,1
318,38
1643,2
534,9
383,24
344,26
885,4
3242,1
348,32
426,15
464,19
343,28
435,13
480,12
2837,1
332,22
415,23
436,17
538,10
380,17
293,38
428,19
369,25
5083,1
416,20
1617,2
508,21
306,23
361,20
468,19
2825,1
463,16
518,13
2875,1
476,15
2833,1
397,22
1487,3
378,20
470,21
423,20
526,10
535,13
374,17
510,17
1557,2
448,21
479,22
503,12
2860,1
1522,5
413,32
2397,1
7484,1
1791,3
1716,1
1507,2
1403,1
3760,1
864,4
735,3
1515,1
2269,1
1997,1
4354,1
1549,1
1856,3
922,4
1246,2
3603,1
1043,2
3400,1
1803,1
1418,2
865,4
882,6
3239,1
1655,2
1412,1
878,4
1442,5
1309,3
3666,1
1389,4
1388,3
1822,1
659,8
1207,4
3564,1
1287,2
979,5
944,3
1552,2
1079,4
1107,2
874,3
674,9
1318,2
1302,2
1949,2
729,7
3086,1
1015,1
1433,2
1099,5
3456,1
1160,2
1423,2
940,4
1120,4
2187,1
1375,2
1136,7
1608,3
671,5
1175,2
2026,2
4383,2
1227,3
912,4
1329,2
1934,2
1190,2
1351,2
1017,6
3374,1
1760,1
1792,2
1061,4
1167,4
1281,2
2066,3
1383,3
3740,1
1840,1
711,10
1057,6
1609,1
830,3
1000,2
1304,2
1252,1
1636,3
1532,1
3889,1
829,3
757,6
1172,3
3529,1
721,2
930,5
1611,3
1081,2
1199,2
1096,3
3453,1
958,1
3315,1
1948,1
1050,3
1567,1
2294,2
1131,4
1242,1
1516,3
2163,1
1127,3
3484,1
1602,1
1687,2
1036,4
1558,2
1580,4
1844,1
4201,1
913,5
1231,3
3588,2
2246,1
1485,4
3842,1
1498,3
1783,1
1707,2
911,6
1751,2
4108,1
961,7
1124,1
972,2
926,3
1247,1
3604,2
1128,4
2042,3
2030,5
2045,1
1234,6
766,8
1722,3
1364,1
951,4
820,5
1493,4
1781,2
4138,1
3383,1
1138,3
6231,1
1144,2
1198,3
1779,3
909,3
3266,1
536,12
5623,1
1490,1
2295,2
1777,1
1216,2
812,3
1289,2
1484,2
1666,1
980,6
3337,1
1906,2
619,8
622,10
3176,2
819,4
1604,2
1370,1
3727,1
1469,2
1217,2
1773,1
1337,3
1019,3
981,2
1244,2
1065,5
1829,1
1391,1
1605,2
1339,1
966,6
6053,1
1322,2
1331,5
1696,3
1453,2
835,4
3192,2
2199,2
4556,1
1718,1
2337,1
1601,1
1381,2
2213,2
1284,4
1661,1
1926,1
1283,1
1352,3
1477,1
948,3
1441,3
1745,2
1023,2
1328,4
1471,2
2255,1
1130,4
1011,4
1562,3
908,6
1825,3
1628,2
2107,1
1923,1
1267,2
3624,1
1585,1
2061,1
2150,1
2293,1
4650,1
2023,1
1699,2
1022,3
1332,5
2082,2
2320,2
947,2
3304,1
815,7
1995,2
4352,1
696,7
2031,2
1961,1
2318,2
1556,2
1621,2
2095,3
1697,2
807,2
3164,1
434,17
5521,1
1324,2
1369,1
1876,2
2192,1
1058,3
2300,1
1129,3
1262,3
1694,5
1871,2
1998,1
2053,1
1438,1
1426,2
2219,4
1286,3
1354,3
1062,1
1583,2
1210,4
6297,1
1938,4
1563,4
1176,3
2070,1
1984,1
2242,1
2097,3
2331,1
2035,2
1542,2
1847,1
1644,4
1942,2
2123,2
2167,1
1280,2
957,4
1052,3
679,7
5766,1
1174,1
949,3
1686,2
2148,1
1220,2
1170,2
1660,1
1405,2
1724,2
903,5
1342,2
1254,1
512,15
1501,1
866,4
2156,1
2228,1
694,6
3051,1
1959,1
1213,2
959,5
1945,2
1437,1
799,5
7167,1
2080,2
1561,2
1204,2
1689,1
1250,3
1461,2
1590,1
3947,1
1480,2
1141,5
1116,5
1848,1
1748,1
1482,2
3839,1
1173,3
2202,2
1502,2
2125,2
1117,1
8561,1
3474,1
1168,4
1654,1
1158,3
1594,1
1266,4
3623,1
1385,2
3776,1
1419,2
1735,2
1719,2
1579,1
1741,2
810,4
1201,1
1259,1
1524,2
1434,2
1703,1
1212,4
839,4
5926,1
1982,1
4339,2
1450,3
1378,1
3735,1
1462,1
1869,2
4226,1
1440,4
1007,4
2204,2
1312,4
1149,1
3312,2
955,3
1121,3
1301,1
1290,3
1880,3
1319,3
1241,4
1458,3
1161,2
1669,1
1110,3
1275,1
902,7
5989,1
1148,2
1046,2
1685,1
2086,1
1893,1
790,5
744,6
1330,3
1356,3
1980,1
1202,5
1664,2
2064,1
2021,1
999,3
3356,1
1978,1
1298,2
3655,1
1428,2
1009,1
1256,3
2260,2
1709,1
1818,1
1215,3
1045,1
1555,2
1668,1
1179,3
1623,1
1776,2
1824,3
890,3
1647,1
1723,1
879,2
3767,1
1503,2
1137,3
1134,2
1500,2
733,4
2197,1
831,2
1526,1
1377,3
2092,1
1916,1
2075,1
1714,1
1355,3
1836,1
1350,2
1384,1
2016,1
754,1
2050,1
748,5
1049,4
1024,2
3381,1
1870,2
1047,1
1933,2
1368,2
1538,1
1366,1
1541,2
1757,2
4114,1
936,2
563,11
5650,1
3293,1
1092,4
1543,2
4010,1
1506,4
1832,1
3618,1
1261,1
1518,2
1432,3
1451,2
1229,2
1638,1
1607,1
1754,1
1495,3
1743,1
1034,2
1306,4
1531,1
1905,2
4255,1
1624,2
1435,2
1614,3
1183,4
3540,1
1430,2
4374,1
2119,1
1853,2
2240,1
1656,1
2319,1
3633,1
1111,3
1627,2
1958,1
1421,1
1576,1
1108,1
1478,3
1402,2
3759,1
1184,1
1676,2
1211,2
1291,1
1758,1
1903,3
1139,4
1240,1
3597,1
2214,1
993,3
1466,3
3823,1
1921,2
2334,1
1616,3
1243,1
6330,1
2323,1
1725,2
2299,1
4120,2
1762,1
1491,3
1887,1
3868,1
1511,2
2302,1
2006,1
931,3
1582,2
1652,1
1165,5
4655,1
2298,1
1090,1
1570,3
1550,2
3907,1
1397,3
610,1
1955,1
933,2
1991,1
1152,3
1097,2
1066,3
1521,1
1315,1
1457,3
2108,1
4465,1
2205,2
1814,1
2096,1
1082,1
3439,1
4422,1
1560,1
1225,2
1635,2
2324,2
4198,2
1559,1
1008,4
1104,1
3461,1
1465,1
1546,2
2344,1
1939,1
1534,2
1544,2
3901,1
1755,4
1726,2
4083,1
2247,1
960,2
1678,3
4221,1
1811,1
877,2
2297,1
1620,1
1539,2
3718,2
2342,1
1509,1
1335,1
1299,3
1051,1
904,3
4088,1
1731,1
1915,1
2110,1
1645,1
1258,1
1416,2
1826,2
4183,1
2057,2
1194,1
1767,2
1778,1
1651,3
1264,2
1517,2
6604,1
1890,2
1452,1
2322,1
1464,1
2259,1
1363,1
1771,3
843,5
3200,1
2008,1
4365,1
1682,2
1882,1
4143,1
1348,2
3705,2
1387,3
1910,2
2133,2
4535,1
1891,1
2215,1
2180,1
928,1
1883,1
4621,1
1973,2
1424,5
1929,3
1191,1
2043,1
2171,1
1787,1
1085,1
1030,2
2236,1
857,1
2142,1
2195,1
1806,3
6893,1
2179,1
1236,1
2102,2
3749,1
1169,1
1860,3
1106,2
2238,1
1147,1
2220,1
4577,1
1253,2
1513,1
1810,1
4167,2
1892,3
1154,2
1497,1
1962,3
849,4
5936,1
1222,1
1219,2
1439,2
4146,1
1274,4
1851,2
2273,2
4502,2
1039,1
1142,2
1475,1
1665,1
1728,1
1413,2
1118,1
1681,3
1688,1
1581,2
1189,1
1504,1
920,3
2063,2
4474,1
1736,1
1510,1
1470,1
6557,1
4200,1
1188,2
1265,3
2253,1
1750,1
2173,1
1881,1
1048,5
6163,1
3690,1
2129,1
1084,3
1977,1
1540,1
1083,4
6170,1
1790,1
4300,1
1454,1
6541,1
1827,1
1804,1
1795,1
1359,1
1721,1
1674,1
1006,2
1768,1
2047,1
1574,1
4601,1
1584,2
4246,1
3500,1
1143,1
2307,1
1056,3
1600,1
1619,1
1214,3
918,1
2303,3
3954,1
1597,1
1900,1
4257,1
1523,1
2181,1
2196,2
1514,2
1798,1
1347,2
2137,1
2237,1
3470,1
1248,2
6570,1
1483,2
3728,1
1371,2
4624,1
2267,1
1565,2
4619,1
2262,1
1679,2
2159,1
2076,1
965,2
1026,3
6113,1
1399,1
1812,1
2165,1
1877,1
1468,1
1362,1
1691,2
1746,1
4375,1
3849,1
1379,1
2068,1
4573,1
1914,2
1203,1
3668,2
4569,1
1463,1
2140,1
1196,1
1427,3
2084,1
1533,2
1257,2
884,6
5971,1
1967,1
2012,1
1756,1
1123,2
1425,1
1598,1
4110,1
1573,3
6401,1
1314,1
941,7
6028,1
1100,1
1224,1
1422,1
1989,1
1920,1
2338,2
4178,1
1489,1
1003,2
1171,1
1908,1
1414,1
1710,1
2036,1
4393,1
1951,1
4683,1
1868,2
1879,3
2106,1
4509,1
1639,2
1400,1
1338,1
6425,1
1711,1
1610,2
1677,1
2059,2
1986,2
1618,1
1794,1
1634,1
2330,1
2222,1
1512,1
851,1
2025,1
1599,1
1273,3
4405,1
2087,1
1839,1
1631,1
1395,1
3752,1
767,11
5854,1
1140,1
1292,1
2090,1
2011,1
916,2
1867,2
1209,1
2046,1
4252,1
1398,1
1737,1
9181,1
4094,1
1249,1
3654,1
1297,2
2039,1
1271,1
2103,1
1801,1
1593,1
2329,1
938,1
1717,1
1307,1
1633,1
1976,1
6690,1
1912,1
2241,1
1613,1
3710,1
1353,2
3750,1
1566,1
1733,1
1873,1
1925,1
1150,2
1713,1
1042,3
6129,1
1305,1
1235,1
1572,1
2279,1
1816,1
8887,1
1793,1
1340,1
1796,1
1990,1
1817,1
1766,1
1874,1
1033,1
1105,1
4362,1
2005,1
4022,1
9109,1
4030,1
1303,1
3693,1
963,4
6050,1
2072,1
2282,1
1705,1
2001,2
2049,2
1308,1
1940,1
9112,1
2208,1
3252,1
8339,1
1282,1
1732,1
4526,1
1208,1
1764,1
1788,1
1411,1
1663,1
3620,1
2268,1
2138,1
1683,2
1177,1
4331,1
3674,1
1519,1
2341,1
8800,1
1742,1
2223,1
2052,1
2172,1
1706,1
2263,1
2231,1
2250,1
4256,1
4350,1
9228,1
1784,1
6871,1
4091,1
2000,1
1813,1
1551,1
1577,1
1774,1
1863,1
