probes,count
1278,2
215,42
682,2
141,108
2522,1
165,97
2499,1
142,91
1251,3
171,77
179,73
1288,2
664,7
123,126
1232,1
176,73
199,69
207,59
184,58
1293,1
2586,1
229,40
201,43
149,91
178,61
224,57
186,50
1295,1
203,51
206,55
226,39
155,85
692,2
151,97
681,4
140,113
183,77
154,78
148,108
173,78
157,75
166,86
167,80
2580,1
223,44
200,58
197,63
255,32
227,42
190,65
780,3
239,42
225,49
1334,1
232,38
1341,1
208,42
194,52
202,53
219,44
212,56
1321,3
251,27
1360,1
204,42
180,55
769,4
228,51
483,7
712,5
553,2
779,9
441,8
302,19
2659,1
449,6
478,6
1587,1
544,6
489,8
813,2
541,4
679,6
655,8
662,9
814,4
695,6
477,13
638,11
910,3
425,11
562,9
939,4
504,9
994,2
698,5
1063,2
523,9
491,11
1053,2
636,5
498,7
507,11
461,9
520,7
1629,2
1094,1
645,3
886,2
394,12
847,2
737,3
870,3
704,3
488,17
834,4
594,2
990,1
1067,1
741,3
2882,1
525,8
396,7
528,8
848,4
1957,1
572,4
521,7
1630,1
469,4
675,2
482,4
497,7
1606,1
605,6
796,7
595,5
597,5
536,6
941,3
844,2
915,2
1028,4
611,4
530,9
527,10
484,6
705,5
725,4
496,9
446,10
690,5
663,4
719,3
793,4
971,2
714,5
450,14
646,3
717,11
603,3
824,5
962,3
431,5
571,7
3075,1
718,6
487,8
1596,1
703,4
687,3
519,5
621,5
1730,1
756,4
736,5
1845,1
689,4
945,2
602,6
1101,3
759,3
764,3
459,12
801,5
550,4
514,8
661,4
582,6
547,5
336,17
1445,1
701,5
641,5
583,8
845,1
418,10
1527,3
750,4
543,3
559,5
492,5
778,2
763,3
906,3
524,6
1074,1
676,5
708,5
722,2
474,6
726,3
1835,1
745,4
566,8
539,3
963,1
837,4
985,5
683,4
502,7
997,4
578,3
584,4
613,5
458,4
774,6
797,3
684,5
969,2
615,3
767,7
693,4
532,5
549,6
747,4
973,2
1040,3
460,3
786,3
668,1
1078,2
777,2
989,2
626,4
3157,1
800,5
561,5
596,4
871,3
887,3
1044,1
647,3
783,3
666,9
665,3
789,3
731,3
984,1
3110,1
753,3
1095,3
465,14
654,4
680,4
628,3
1089,5
2198,1
771,5
568,4
804,4
942,1
691,5
2973,1
616,8
637,6
1070,2
746,1
422,11
581,2
1690,1
727,4
633,1
991,3
2100,1
707,5
493,6
573,4
950,3
795,5
846,2
672,2
849,3
720,6
818,4
734,4
1021,3
677,4
762,5
794,3
475,7
710,2
850,2
805,1
1077,3
587,5
856,2
564,3
986,1
660,5
1014,1
630,2
1739,1
612,3
1068,3
500,4
440,14
899,3
914,1
893,3
652,1
565,4
970,2
551,3
1016,1
1025,2
515,7
897,4
907,2
742,6
937,1
1069,3
649,3
658,4
1088,2
861,2
1970,1
554,3
697,6
974,2
546,6
868,5
462,10
588,4
402,4
632,3
953,2
2062,1
3280,1
923,1
2032,3
486,7
1595,1
617,4
998,1
1072,2
946,2
473,9
964,3
625,5
593,5
598,3
755,3
608,5
537,7
1715,1
606,3
1001,1
743,5
905,2
1037,1
901,3
699,3
932,1
686,3
968,3
716,2
1031,5
954,2
809,2
1071,2
792,2
560,5
706,2
816,3
927,2
827,2
872,3
591,1
1700,1
788,4
1837,1
728,4
891,1
935,1
1060,1
889,1
635,7
685,4
604,4
1087,1
639,5
601,2
860,1
607,4
1091,4
2200,1
1035,5
884,1
567,4
529,6
1857,1
876,2
838,3
644,2
982,3
2091,1
776,2
1885,1
1080,1
393,5
896,3
823,3
787,6
3125,1
768,3
1103,2
802,2
859,1
841,3
563,4
723,2
975,2
542,9
749,2
987,1
996,2
929,2
1027,1
2136,1
702,2
1005,2
952,1
1010,1
629,3
643,4
881,1
1055,2
785,3
862,2
1971,1
821,1
642,3
858,2
956,2
1004,2
732,4
1013,1
833,1
976,2
724,1
451,6
773,5
895,2
1086,1
1102,4
678,1
1917,1
808,1
863,1
522,6
852,2
738,3
875,2
943,1
775,1
1098,2
1032,1
880,1
576,2
869,1
772,2
842,2
900,3
917,1
992,2
495,3
919,3
1018,2
983,2
758,3
3281,1
924,3
770,5
765,2
995,1
740,5
883,2
1038,1
1075,3
1042,3
715,2
791,3
648,1
1820,1
925,1
988,2
825,3
855,2
781,1
516,2
840,2
739,1
1093,2
934,3
921,3
760,2
894,2
1002,4
853,2
1029,1
828,1
1073,1
806,1
1064,3
1012,1
888,1
782,2
817,1
977,1
2158,1
892,2
873,1
867,2
700,1
1059,2
3118,1
761,1
1054,2
1830,2
967,1
2132,1
1020,1
