probes,count
0,500155
1,131715
2,64473
3,39170
4,27194
5,20275
6,15797
7,12633
8,10664
9,8801
10,7627
11,6637
12,5913
13,5212
14,4648
15,4182
16,3874
17,3505
18,3212
19,2978
20,91335
